OTU_id	F14RhizoFungi.2p.A2	F14RhizoFungi.2p.B1	F14RhizoFungi.2p.B5	F14RhizoFungi.2p.B6	F14RhizoFungi.2p.D4	F14RhizoFungi.H12	F14RhizoFungi.G8	F14RhizoFungi.G4	F14RhizoFungi.G2	F14RhizoFungi.G5	F15RhizoFungi.2p.A2	F15RhizoFungi.2p.B6	F15RhizoFungi.2p.C5	F15RhizoFungi.2p.C3	F15RhizoFungi.2p.D2	F15RhizoFungi.2p.C4	F15Group.Rhizo131	F15Group.Rhizo99	F15RhizoFungi.G3	F15RhizoFungi.G8
Otu01815	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01817	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	1	0	0	0	0
Otu01823	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
Otu01825	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0
Otu01830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
Otu01831	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Otu01840	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
Otu01844	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0
Otu01845	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0
Otu01847	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0
Otu01854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
Otu01863	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0
Otu01868	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Otu01874	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0
Otu01879	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
Otu01881	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Otu01892	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu01897	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
Otu01898	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01902	0	0	0	0	0	0	2	0	0	0	4	0	0	1	0	0	0	0	0	0
Otu01905	0	0	0	0	0	3	0	0	0	0	0	0	0	3	2	0	0	0	0	0
Otu01907	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	2	0
Otu01923	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0
Otu01925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	0
Otu01942	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
Otu01945	0	0	1	0	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0
Otu01948	0	0	0	0	0	0	0	1	11	0	0	0	0	0	0	0	0	0	0	0
Otu01950	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu01952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
Otu01953	1	2	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0
Otu01954	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
Otu01963	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Otu01970	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
Otu01972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0
Otu01978	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
Otu01981	0	0	0	0	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01982	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01992	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0
Otu01993	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0
Otu01996	0	4	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
Otu02006	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	1	0	0	0	0
Otu02010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0
Otu02026	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Otu02030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
Otu02033	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
Otu02034	0	0	0	0	0	0	0	0	0	0	2	0	11	0	0	0	0	0	0	0
Otu02035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
Otu02042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0
Otu02047	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
Otu02067	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02069	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Otu02072	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
Otu02076	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0	0	0
Otu02080	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0
Otu02081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Otu02082	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0
Otu02083	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0
Otu02087	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2
Otu02090	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Otu02093	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
Otu02096	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02107	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0
Otu02114	0	0	1	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0
Otu02122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
Otu02125	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0
Otu02139	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
Otu02142	0	0	0	0	0	0	0	10	0	1	0	0	0	0	0	0	0	0	0	0
Otu02149	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
Otu02154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
Otu02157	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Otu02169	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu02179	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
Otu02182	0	0	0	0	0	0	8	0	3	0	0	0	0	0	0	0	0	0	0	0
Otu02183	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu02185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
Otu02186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0
Otu02187	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Otu02194	0	0	0	0	0	0	3	10	0	0	0	0	0	0	0	0	0	0	0	0
Otu02197	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0
Otu02203	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Otu02205	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Otu02217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0
Otu02227	8	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
Otu02230	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	1	0
Otu02236	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02246	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
Otu02255	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02256	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu02262	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02265	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
Otu02271	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02280	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02290	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0
Otu02305	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02314	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Otu02315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
Otu02324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
Otu02335	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Otu02340	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02352	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
Otu02366	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0
Otu02374	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Otu02375	0	9	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02376	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
Otu02377	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Otu02382	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	5	0
Otu02389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0
Otu02391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0
Otu02397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
Otu02405	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02428	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02433	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
Otu02434	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
Otu02466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	1
Otu02473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
Otu02484	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02485	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1
Otu02487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
Otu02503	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
Otu02511	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
Otu02516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0
Otu02521	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02530	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02532	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02549	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0
Otu02563	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02570	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0
Otu02573	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
Otu02579	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02585	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02586	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
Otu02607	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu02615	0	0	0	0	0	0	1	3	2	0	0	0	0	0	0	0	0	0	0	0
Otu02622	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
Otu02636	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
Otu02647	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02654	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
Otu02662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
Otu02663	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
Otu02677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
Otu02679	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Otu02688	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
Otu02693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
Otu02710	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2
Otu02711	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
Otu02731	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1
Otu02748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
Otu02753	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0
Otu02757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
Otu02779	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
Otu02786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
Otu02812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
Otu02815	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu02817	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
Otu02820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
Otu02835	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
Otu02841	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02847	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
Otu02866	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
Otu02871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
Otu02900	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu02910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
Otu02917	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
Otu02924	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
Otu02925	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0
Otu02940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
Otu02944	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02946	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02957	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02969	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0
Otu02980	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
Otu02994	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Otu03000	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
Otu03003	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
Otu03021	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
Otu03059	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
Otu03070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
Otu03074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
Otu03091	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03111	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03137	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
Otu03167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
Otu03174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
Otu03178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
Otu03190	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03236	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
Otu03245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
Otu03256	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
Otu03260	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	2	0
Otu03281	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
Otu03327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
Otu03338	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03343	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
Otu03369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
Otu03373	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Otu03378	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03391	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
Otu03419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
Otu03421	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2
Otu03422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
Otu03446	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
Otu03456	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
Otu03494	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
Otu03498	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
Otu03529	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03530	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Otu03537	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0
Otu03542	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
Otu03556	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03559	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
Otu03563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
Otu03564	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03568	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
Otu03569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
Otu03583	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03587	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
Otu03594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
Otu03597	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03600	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Otu03603	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
Otu03613	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03618	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Otu03641	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Otu03642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
Otu03650	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0
Otu03651	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
Otu03654	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
Otu03689	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03694	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03696	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0
Otu03698	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu03709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
Otu03725	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
Otu03755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
Otu03756	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
Otu03768	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
Otu03819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0
Otu03825	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
Otu03838	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Otu03860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Otu03876	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu03925	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
Otu03945	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
Otu03975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
Otu03998	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
Otu04002	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
Otu04008	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Otu04015	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Otu04022	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Otu04024	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu04041	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu04042	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
Otu04057	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu04066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Otu04068	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
Otu04082	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu04089	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu04093	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu04100	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0
Otu04106	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu04130	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu04140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
Otu04147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Otu04167	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
Otu04226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Otu04233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
Otu04234	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Otu04270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
Otu04302	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Otu04306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
Otu04310	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu04346	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
Otu04379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Otu04394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Otu04399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Otu04410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Otu04423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
Otu04428	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0
Otu04442	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0
Otu04488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
Otu04527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Otu04528	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu04536	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
